Title	Description
군자동수학과외 어디가 좋아요? 초등 중등 고등	"... 중학교,고등학교 두아이 군자동수학과외 찾고있는데 너무 여러곳이 있는것 같아서 어떻게 선택을 해야할지 모르겠네요 ㅠㅠ 군자동수학과외 해보신 분들의 추천 받고 싶습니다. 안녕하세요^^ 8년동안 광진구에서 과외수업중인... "
혼자서 풀기 좋은 중2수학문제집	혼자서 풀기에 중2수학문제집 어떤 게 좋아요? 수학 공부는 해야 되는데 자신도 없고.. 그래서 일단 공부라도 해보자 하고 중2수학문제집 찾고는 있는데 또 막상 찾으니 어떤 게 좋을지도 모르겠고.. 혼자서 풀기에 괜찮은 거 있으면... 
문과 / 고등학교 수학 선생님	... 문과면…수학 선생님 되는 건 안되나요..?ㅠㅠㅠ 문과도 될 수 있다면 조금이라도 알려주세요…ㅠㅠㅠ 진짜진짜 작은 것도 좋아요..! 고등학교 수학 선생님 되는 방법 알고 계신거 다 알려주세요ㅠㅠㅠ  가장 보편적인 루트가 사범대... 
중1수학문제집 어떤게 좋아요?	중1수학문제집을 풀고있는데 어떤식으로 진행을해야 나한테... 저에게 맞는 중1수학문제집을 어떻게 찾을 수 있나요…? 안녕하세요 천재교육 문제집 지식파트너입니다. 중1수학... 체크체크수학을 추천드립니다 수학은 쉬운 개념부터... 
수학 초고수되는 방법좀용 ㅡㅡ;;;	수학을 좋아는하는데요;; 맘처럼 쉽게안풀리네요 원리를 이해해라고들 막하시는데 하는방법도 잘모르겠고;;; 좋아는하니까 투자는 마니할수있어용 잘하는법좀 갈켜주세요 저는.. 수학을 절때로 암기과목이라고 생각하지 않아요.. 저도... 
수학강사에 대한 질문인데요..	제가 우선 수학을 좋아 해서 강사를 하고 싶은데요.. 앞에 질문에서... 가능 하다고 말씀 하신거 같은데.. 고졸도 가능 한지 알아 보고 싶습니다.. 지금 수학 공부도 .. (독학으로.. 지만요..)하고 있고... 자신도 있습니다.. 초등학생말고... 
5호선 굽은다리역 좋은 수학학원 추천 부탁드려요	... 평소에 수학을 많이 좋아하시 않아서 수학에 흥미를 가지게 하고자 교구 수업하는 학원을 다니긴 했는데요 이제는 교과내용위주로 학습을 해야 할 것 같다는 생각이 듭니다. 이제 점점 학년이 올라가다보니 스스로 수학에 관심을... 
예비고1 수학선행학습관련;	... 글구.수학 인강 좋아염ㅋㅋ 아.그리고 이거 절때 광고아닌데요 저도 어제 인터넷 하다가 찾은건데 곰스쿨이라구요. 곰플레이어에서 만든 인강사이튼데.무료에요 ebs말고는 무료인강 없엇잖아요.근데 여기 강사님도 진짜 유명하고... 
중학생 수학문제집 뭐가 좋아요?	!!!수학문제집 !!!좋은데  이홍섭선생님의 기본서 개념원리 중학수학 추천합니다.. 설명과 문제가 적절하게 들어가 있어서 좋고 난이도도 쉬운것부터 어려운것까지 다 있습니다.
6학년 수학 문제	... 32명중 25%가 수학을 좋아 한다면 수학을 좋아하는 학생은 몇명 입니까? 4. 옷을 25%할인하여 33750원에 샀습니다. 할인하기 전의 가격은 얼마 입니까?---( ) 5.1800대4500을 간단한 자연수의 비로 나타 내시오---( ) 이것좀... 
수학의 신이 되는법	... 수학을 좋아 해야죠. 잘 생각해 보면 좋아하지 않는 것은 절대 최고가 될 수 없습니다. 문제를 열심히 푸는건 그 다음이죠... 흥미만 가지신다면 자기도 모르게 쉬는 시간엔 문제를 풀겁니다 ㅋㅋ 구체적인 방법이라면 역시 수학... 
영어100점맞기vs수학100점맞기 뭐가더좋아요?	시험볼때 영어100점맞기vs수학100점맞기 뭐가더좋아요?  영어
수학 고민이요ㅠㅠ	... 수학을 좋아합니다..그마음 변치않을려고 노력합니다. 근데 요세 성적이 계속 나빠집니다...단원평가는 항상100점을 맞는데 중간 기말등 이런 중요한시험은 장난아니예요.예습은 많이 하는편이고 복습도 선생님 말씀도 들으며... 
수학 문제	... 어떻게 해야 수학을 좋아 하게 되고 잘하게 될까요..? 전 왠지 공부랑은 안맞는것 같다는 생각을 자주 해요...지금 같은 상태에서 수학을 좋아 하고 점수 올르게 할 방법은 없나요? 1:1 과외는 어떨까요??내공 30걸테니 좋은 답변 기대... 
수학을 좋아하는 방법?	"... 영어나, 국어는 그렇지 안거든요ㅠㅠ 수학을 좋아 할수 있는 방법 어디 없나요-_-a 우선 중 3에 올라갔다니, 빨리 수학이 좋아져야겠네요. 그렇지 않으면 점점 더 수학이 싫어지게 되고 고등학교에 가면 기초가 부실해서 더욱... "
수학 완전 정복 하는 방법좀	... 예체능 좋아!! 수학 쌞 뷁..이런겁니다 아우 씨바 저 월래 수학만 빼면 공부잘하는 얘로 인정돼는데 이 병신사바 수학이 절 그냥 안냅둬요..ㅠㅠ.. 수학잘하는 방법이라도 있으신분!!!! 알려주세요 내공有 안녕하세요^_^** 님은 저랑... 
"중등 과학, 수학 문제집 추천 부탁"	... 또 어려운 문제를 원하신다면 같은 출판사의 특작수학이 좋아요. 다른 문제집을 원하시면 특작수학 문제집의 제일 앞페이지에 수준별로 정리되있 는 거 있으니까 그거 고르면 되고.. 만약에요 개념 설명이 잘 되있고 문제도 있는걸... 
"고3 영어, 수학 기출문제집 추천해주세요,,, 설명... "	... 기출문제와 함께 해설도 자세히 나와서 공부하기에 좋아요. 수학으로는 수학의 바이블 시리즈가 괜찮아요. 단계별로 구성되어 있어서 어느 정도 수준마다 맞는 책을 선택할 수 있어요. 둘 다 해설이 자세한 편이라 기출문제를 풀면서... 
예비고1 수학 노베이스 문제집인강 추천	... 저것들 말고도 ebs인강과 문제집 병행할 수 있는 걸로 추천 부탁드려요 수학 아예 노베이스입니다 ㅜㅜ!  아예 노베리스면 정승제 선생님 수학 50일 좋아요 책이나 강의 목록 보고 다 알면 중학수학총정리 봐도 좋을 것 같아요
일본의 수학 난이도가 어느정도인가요?	... 수학을 좋아 하긴한데 갑자기 일본어 공부하면서 일본 수학 난이도는 어느정도 일까라는 생각이 갑자기 들었습니다. 그래서 이글을쓰는데 읽어주시고 답변해주시면 감사하겠습니다. 1. 일본 고등학교 1학년은 우리나라 몇학년껄... 
김포 걸포동 영어과외 수학과외 북변동 까지 좋아요... 	"... 김포 걸포동 영어,수학 전문과외모임 코칭샘입니다. 20년 노하우와 교수방법을 가진 경력샘들의 1:1전문과외쌤 모임입니다. 교육청 등록 전문과외샘으로 대학생 과외나 일시적 교사완는 차별화된 교육으로 책임감을 가지고 최선을... "
예비중 수학 인터넷 강의좀 추천해주세요 !	"... 제가 수학 인터넷강의를 보려고 하는데 어떤걸 해야할지 잘 모르겠어요,, 제가 수학을 안좋아 하는편이지만? 상위권 입니다.. 추천 부탁 드려요 !  안녕하세요 수박씨 닷컴 멘토입니다. 내년에 중학생이 되시는군요~ 중학교부터는 학습... "
중학교 수학 참고서 어떤 교재가 좋아요	"... 그런데 수학을 너무 좋아하고 더욱 잘하고 싶은데 어떤 교재를 사야할지 몰라서요...... 추천좀해주세요.  우선요, 학교에서 중상위 권이시라면, 에이급 출판사의 ""에이급 수학""이 상당히 좋을 것 같아요. 가격은 8000원 이구요, 과정은... "
수학만 잘하면 어떤대학가는게 좋나요??	... 근데 수학만은..좋아 하기두 하지만.. 점수도 잘나와요.. 그래서 그런데 .. 수학만 잘할경우.. 어떤대학에서 어느학과로 가야하나요?? 제 꿈은.. 수학선생님되는게 꿈이거든요............ 수학만으로 대학을 가려면 올림피아드... 
복대동 중등 수학과외 영어과외 없으면 가경동도 좋아요... 	중학생 입니다 복대동 아니면 가경동 수학이랑 영어과외... 수학학원 가경동영어학원 가경동초등학생학원 가경동중학생학원 가경동고등학생학원 가경동초등수학학원 가경동초등영어학원 가경동초등국어학원 가경동중학생수학학원... 
수학여행경주로가면좋아요?	"수학여행경주로가면좋아요?  사람마다 다 달른데 , 저는 처음에는 좋았다가 맨날걸어서 다리에 알만 배기고왔어요 . 유적지 탐색 ?유익하긴한데 체력이딸려요 ㅋㅋㅋㅋㅋㅋㅋㅋ제 친군 체력이 좋아서 날아다니더라고요 저는 별로 ..... "
중학교 1학년 수학 문제집	예비 중인데 중학교 1학년 수학 문제집 뭐 사면 좋아요?  안녕하세요. 천재교육 문제집 서포터즈입니다. 예비 중학생으로 중학교 1학년 수학 문제집을 찾고 계신 것 같은데 체크체크 베이직이 도 움이 될 것 같아 답변드립니다. 체크체크... 
화명동 수학학원 잘가르쳐주면 좋아요~	"... 그런데 수학에 자신이 없어용ㅜㅜ 그래서 슈학학원을 다니려고 하는데 어디로 다녀야 할지 수학학원 결정을... 영어 수학 학원 찾으신다구요 ? 저희 학습코칭학원은 전국의 144개 지점 있습니다, 가까운 지점으로 안내를 해드릴수... "
대치동 수학학원 추천	... 저는 사람 적은 곳이 좋구요..되도록이면 체계적으로 가르쳐주는 학원이 좋아요 특히 제가 시간표를 짜서 스스로 자신에게 부족한 부분을 채워줄 수 있는곳 을 좀 알려주세요 이윤재 수학학원 이라는 곳 좋아요? 블루스카이는 좋나요?... 
수학이 즐거우면 수학을 잘 할 수 있을까요	안녕하세요 중3여학생입니다 저는 정말 수학이 즐거워요 답을 풀어나가는 매우 많은 과정과 매우 다른 증명법이 진짜 너무 흥미롭고 재밌어요 근데 제가 수학을 좋아만 하지 못해요 중3일학기 중간고사에서 40점을 맞아본 경험도 있고... 
수학에 대한 고민..	... 수학을 좋아 한다고 하셨죠?? 그럼 하루에 몇문제씩 풀어보세요. 수학을 좋아하시니 질리진 않으실겁니다. 많이 푸는것 만큼 좋은건 없다고 생각합니다. 제가 그렇게 해서 살았거든요.. 개인적인 말이지만 학원을 끊어서 이번 수학... 
급함>>> 중곡동 수학 단과 학원 어디가 좋아요??	"... 사이구요, 수학이 다른과목에비해 점수가 좀 많이 떨어져 수학때문에 평균 다 깍아 먹어서ㅜㅜㅜㅜ 수학 단과를... 중곡동에서 수학단과 괜찮은 학원좀 추천해주세요^ -^*  고려학원 아시죠? 그 학원 앞에 보시면... "
수학책 추천 (문제집×)	... 근데 보통은 쉬운 게 많아서ㅠㅠ 어려운 걸 원하시면 다른 거 사시는 게 좋아요! 2) 수학으로 보는 세상 선생님께서 말하셨던... 내용도 이해 잘되게 설명 잘해놨고 생각보다 문제도 쉬웠어요! 어려운 문제도 가끔씩은 나오더라고요! 이... 
수학의정석이좋아요?개념원리가좋아요?(내공많음)	... 제가 중학생때는 수학잘하는편은아니고 항상90점은 넘엇거든요..가끔 88점..; 선배얘기들 들어보면 수학거의다... 문제는 수학의 정석이냐 개념원리냐 이게 문제인데요..... 그리고 제가 혼자서 수학공부할꺼거든요.!! 제가 원래... 
수학에 대해서 질문이요..	"... 마지막으로 님이 수학을 좋아 한다니... 어려운 문제를 풀거나, 응용에 성공해 답을 구했을 때의 기쁨을 누구보다 잘 아시리라 생각됩니다. 연습보다 더 좋은 방법은 없겠죠. 문제집 3~4권을 준비해 놓은후에 비슷한 유형의 문제들을... "
뭉치수학왕 수학 초등전집 괜찮나요??	초등 저학년 아들 초등전집으로 뭉치수학왕 생각하고 있어요 여기저기 검색한 결과 뭉치수학왕이 좋아보이더라고요 그런데 요즘 나온 초등전집이라서 주위 친구들은 아무도 안 읽고 있어서 진실된 후기가 궁금하네요 광고말고 실제... 
수학만 잘하면 어떤대학가는게 좋나요??	"... 보면..사범대 수학교육과와는 달리, 수학과에는 정말 수학에만 몰두하고 순수하게 수학을 좋아해서 온 학생들도 있거든요. (물론, 일부는 수학과에서 '교직이수'라는 걸 해서 수학교사가 되기 위한 길을 준비하기도 합니다. 그걸... "
수학 해설 보기	... 그런 수학적 호기심은 그냥 그런대로 두시고 하시던데로 하는게 좋아보이는데요? 수학성적에 악영향이 있어보일 수 없어요 틈나면 수학공부 하려는 사람 같군요 물론 체화해내야 하겠지만요 영단어는 영단어대로 수학은 수학대로... 
수학여자선생님이좋아요...ㅠㅠ	저는 중학교2여자인데요 1학기초반땐관심없던 수학쌤이 나무좋아요ㅠㅠ 갑자기 관심이왜 생겼나면 수학여행갓을때 저희학교가 계곡으로 갔을때가 있었는데 제가 수영복을 너무 야하게 입고 와서 그 쌤이 저한테 온갖 셔츠랑 그런걸로... 
수학 학원 어디가 좋아여????? 답변좀 부탁 ㅠㅠ	니마 수학 학원 어디가 좋아여 답변 질문 좀 부탁~~~~~  엄마가 가장 좋은 선생님입니다. 선생이 엄마뻘되는 구몬학습 추천드립니다.
